ExitSpeed,Angle,PitchCall,TaggedHitType,PlayResult,Outcome
51.49298,25.581856,InPlay,FlyBall,Single,Single
41.14325,38.275494,InPlay,Popup,Out,Out
67.42862,27.448848,InPlay,LineDrive,Out,Out
72.94339,11.581933,InPlay,LineDrive,Double,XBH
73.37864,31.65714,InPlay,LineDrive,Homerun,Homerun
57.67906,-22.321162,InPlay,GroundBall,Out,Out
65.28547,-12.784456,InPlay,GroundBall,Out,Out
67.69879,-11.23091,InPlay,GroundBall,Out,Out
52.16588,40.796437,InPlay,FlyBall,Single,Single
69.97934,38.597786,InPlay,FlyBall,Out,Out
72.80064,19.977664,InPlay,LineDrive,Out,Out
57.53129,21.335259,InPlay,FlyBall,Single,Single
34.97163,-15.976064,InPlay,GroundBall,Out,Out
50.57058,-7.773455,InPlay,GroundBall,Out,Out
42.01593,-15.913865,InPlay,GroundBall,Out,Out
67.07545,-2.835084,InPlay,GroundBall,Fielderschoice,Out
52.01692,62.886265,InPlay,Popup,Out,Out
56.78621,70.366843,InPlay,Popup,Out,Out
59.60939,-2.516256,InPlay,GroundBall,Out,Out
49.24359,30.844966,InPlay,FlyBall,Single,Single
69.32829,38.342549,InPlay,FlyBall,Homerun,Homerun
53.95549,11.258614,InPlay,GroundBall,Single,Single
65.08066,-13.167816,InPlay,GroundBall,Double,XBH
78.04563,36.13268,InPlay,FlyBall,Homerun,Homerun
54.19382,28.33026,InPlay,FlyBall,Out,Out
68.86528,20.325029,InPlay,LineDrive,Out,Out
62.95567,2.666747,InPlay,GroundBall,Single,Single
61.05909,61.762186,InPlay,Popup,Out,Out
41.09507,23.972539,InPlay,GroundBall,Out,Out
49.73757,-6.537484,InPlay,GroundBall,Out,Out
48.82264,12.857108,InPlay,LineDrive,Out,Out
55.66005,35.412752,InPlay,FlyBall,Out,Out
68.62796,11.504068,InPlay,LineDrive,Double,XBH
55.03431,25.276181,InPlay,LineDrive,Single,Single
40.70467,-38.448912,InPlay,GroundBall,Out,Out
38.04569,-18.596584,InPlay,GroundBall,Out,Out
59.08564,70.703593,InPlay,Popup,Error,Out
48.46348,-0.455638,InPlay,GroundBall,Out,Out
64.01727,-9.983699,InPlay,GroundBall,Single,Single
63.8735,41.458836,InPlay,FlyBall,Out,Out
55.94389,-7.968309,InPlay,GroundBall,Double,XBH
56.86559,63.783664,InPlay,Popup,Out,Out
64.96782,-15.087539,InPlay,GroundBall,Out,Out
68.42743,48.691445,InPlay,FlyBall,Out,Out
56.78633,13.34555,InPlay,LineDrive,Single,Single
63.74099,22.39002,InPlay,LineDrive,Double,XBH
66.21933,4.59844,InPlay,GroundBall,Single,Single
70.50938,-3.951544,InPlay,GroundBall,Single,Single
50.04705,-24.310249,InPlay,GroundBall,Double,XBH
57.33351,-0.164573,InPlay,GroundBall,Out,Out
41.08067,-5.033415,InPlay,GroundBall,Out,Out
53.72828,26.790705,InPlay,Popup,Out,Out
44.45106,-19.50027,InPlay,GroundBall,Out,Out
44.55962,-8.666939,InPlay,GroundBall,Out,Out
73.70301,34.82911,InPlay,FlyBall,Homerun,Homerun
55.92622,29.347155,InPlay,FlyBall,Out,Out
60.75259,10.190213,InPlay,Popup,Out,Out
63.36917,30.765889,InPlay,FlyBall,Out,Out
66.34336,18.87429,InPlay,LineDrive,Double,XBH
83.84767,19.295862,InPlay,LineDrive,Homerun,Homerun
70.65089,8.891182,InPlay,LineDrive,Single,Single
60.66477,21.429056,InPlay,FlyBall,Out,Out
34.79616,21.637804,InPlay,LineDrive,Out,Out
60.78158,-1.104791,InPlay,GroundBall,Out,Out
77.62127,25.442347,InPlay,LineDrive,Homerun,Homerun
60.68016,14.863051,InPlay,LineDrive,Double,XBH
67.37743,0.674802,InPlay,GroundBall,Out,Out
74.65641,39.932725,InPlay,FlyBall,Homerun,Homerun
61.92643,39.918377,InPlay,FlyBall,Out,Out
72.25131,7.703273,InPlay,LineDrive,Single,Single
24.07821,-7.127437,InPlay,GroundBall,Out,Out
31.85032,-11.043788,InPlay,GroundBall,Out,Out
50.20997,39.14895,InPlay,FlyBall,Single,Single
63.48589,9.7076,InPlay,LineDrive,Single,Single
64.57496,0.625756,InPlay,GroundBall,Single,Single
43.07516,-56.917682,InPlay,SlapHit,Out,Out
58.36212,56.523223,InPlay,Popup,Out,Out
51.55559,47.991996,InPlay,FlyBall,Out,Out
38.98725,55.150549,InPlay,Popup,Out,Out
58.91312,-9.29656,InPlay,GroundBall,Out,Out
61.21862,37.950565,InPlay,FlyBall,Out,Out
58.70548,-18.504621,InPlay,GroundBall,Single,Single
66.74111,28.559021,InPlay,FlyBall,Out,Out
30.36722,42.972019,InPlay,Popup,Out,Out
73.14381,3.80994,InPlay,GroundBall,Single,Single
63.50939,54.779592,InPlay,FlyBall,Out,Out
63.3469,25.191766,InPlay,LineDrive,Out,Out
34.27994,28.231472,InPlay,GroundBall,Out,Out
67.78326,5.263819,InPlay,GroundBall,Single,Single
60.97319,11.921696,InPlay,LineDrive,Single,Single
53.33077,39.30298,InPlay,FlyBall,Out,Out
47.37129,35.674143,InPlay,FlyBall,Out,Out
64.99995,-26.399619,InPlay,GroundBall,Out,Out
57.80933,43.779477,InPlay,FlyBall,Out,Out
52.06012,-71.073683,InPlay,GroundBall,Out,Out
63.14983,59.661103,InPlay,Popup,Out,Out
70.05248,30.193373,InPlay,FlyBall,Out,Out
58.54661,25.005187,InPlay,FlyBall,Out,Out
30.24359,-51.622994,InPlay,GroundBall,Out,Out
53.58229,17.000505,InPlay,LineDrive,Single,Single
55.40276,-45.509566,InPlay,GroundBall,Single,Single
70.74569,1.198992,InPlay,GroundBall,Fielderschoice,Out
53.03023,49.091242,InPlay,FlyBall,Out,Out
64.99611,32.078068,InPlay,FlyBall,Out,Out
40.886,32.177082,InPlay,Popup,Single,Single
67.58081,33.074313,InPlay,FlyBall,Out,Out
60.64294,8.560807,InPlay,GroundBall,Single,Single
69.3571,29.489707,InPlay,FlyBall,Out,Out
72.84652,18.202878,InPlay,FlyBall,Double,XBH
63.70997,17.68267,InPlay,LineDrive,Out,Out
59.47949,40.894166,InPlay,FlyBall,Out,Out
64.10688,12.484217,InPlay,LineDrive,Single,Single
44.0481,54.534792,InPlay,Popup,Out,Out
70.34665,9.602514,InPlay,LineDrive,Single,Single
66.24573,26.362259,InPlay,FlyBall,Double,XBH
70.63609,4.999881,InPlay,GroundBall,Double,XBH
70.43552,29.477209,InPlay,LineDrive,Homerun,Homerun
51.32848,44.443386,InPlay,Popup,Out,Out
62.85433,29.929028,InPlay,FlyBall,Out,Out
65.30743,-2.101654,InPlay,GroundBall,Error,Out
66.5719,30.341239,InPlay,FlyBall,Out,Out
47.22793,28.950345,InPlay,FlyBall,Single,Single
50.1183,43.008108,InPlay,FlyBall,Out,Out
64.39213,8.282261,InPlay,LineDrive,Single,Single
54.61939,36.60167,InPlay,FlyBall,Out,Out
55.31558,22.754134,InPlay,FlyBall,Single,Single
46.76799,15.599724,InPlay,LineDrive,Single,Single
60.20434,29.42134,InPlay,FlyBall,Out,Out
51.39903,30.29116,InPlay,LineDrive,Single,Single
40.07046,29.423619,InPlay,FlyBall,Out,Out
63.50241,27.752117,InPlay,LineDrive,Out,Out
31.45105,24.821174,InPlay,GroundBall,Out,Out
47.35581,12.66935,InPlay,GroundBall,Out,Out
71.09718,6.143678,InPlay,GroundBall,Single,Single
69.39387,30.707505,InPlay,FlyBall,Homerun,Homerun
66.10311,12.220469,InPlay,LineDrive,Single,Single
41.72928,-30.917394,InPlay,GroundBall,Single,Single
63.72284,3.269445,InPlay,GroundBall,Out,Out
71.27908,8.896124,InPlay,LineDrive,Double,XBH
45.77661,-34.146747,InPlay,GroundBall,Error,Out
63.93184,-13.811472,InPlay,GroundBall,Fielderschoice,Out
68.67772,-2.287613,InPlay,GroundBall,Single,Single
58.74718,31.885418,InPlay,FlyBall,Out,Out
58.26639,-17.74757,InPlay,GroundBall,Out,Out
63.02166,53.415161,InPlay,Popup,Out,Out
74.26239,-5.794767,InPlay,GroundBall,Single,Single
69.39093,9.102984,InPlay,LineDrive,Out,Out
53.78604,-25.344185,InPlay,GroundBall,Out,Out
60.75231,3.484967,InPlay,LineDrive,Single,Single
68.0072,15.687105,InPlay,LineDrive,Out,Out
54.78686,-40.049566,InPlay,GroundBall,Single,Single
59.05126,2.353318,InPlay,GroundBall,Fielderschoice,Out
42.95393,-14.944042,InPlay,GroundBall,Single,Single
63.99427,43.480127,InPlay,FlyBall,Out,Out
65.96958,24.400748,InPlay,LineDrive,Triple,XBH
56.07639,54.203955,InPlay,FlyBall,Out,Out
64.48207,-2.95593,InPlay,GroundBall,Out,Out
59.17749,-6.039117,InPlay,GroundBall,Out,Out
41.77155,29.713705,InPlay,FlyBall,Single,Single
61.61258,60.74505,InPlay,FlyBall,Out,Out
71.72771,-15.04448,InPlay,GroundBall,Out,Out
55.40896,1.907274,InPlay,GroundBall,Out,Out
63.36588,16.565946,InPlay,LineDrive,Single,Single
71.70169,-0.204608,InPlay,GroundBall,Single,Single
64.05607,10.904446,InPlay,LineDrive,Single,Single
57.0997,-17.021218,InPlay,GroundBall,Out,Out
22.97368,16.287199,InPlay,GroundBall,Single,Single
70.8724,21.679167,InPlay,LineDrive,Double,XBH
68.74959,-3.144202,InPlay,GroundBall,Out,Out
28.06227,-9.51428,InPlay,GroundBall,Single,Single
58.63977,37.465908,InPlay,FlyBall,Out,Out
72.15088,10.761805,InPlay,LineDrive,Out,Out
66.06514,-13.594575,InPlay,GroundBall,Out,Out
70.07112,4.532913,InPlay,LineDrive,Out,Out
81.92586,22.177021,InPlay,LineDrive,Homerun,Homerun
64.34279,-6.238097,InPlay,GroundBall,Single,Single
34.39244,24.078716,InPlay,Popup,Out,Out
59.22241,-21.419535,InPlay,GroundBall,Single,Single
56.59419,5.594536,InPlay,GroundBall,Fielderschoice,Out
73.37174,26.272997,InPlay,FlyBall,Double,XBH
70.89201,-4.967629,InPlay,GroundBall,Double,XBH
65.45469,18.579715,InPlay,LineDrive,Out,Out
49.36113,-18.418249,InPlay,GroundBall,Single,Single
65.82306,33.154647,InPlay,FlyBall,Single,Single
42.83859,-31.559934,InPlay,GroundBall,Out,Out
62.28041,-1.921786,InPlay,GroundBall,Single,Single
57.98301,3.14632,InPlay,GroundBall,Single,Single
35.59239,8.469753,InPlay,GroundBall,Out,Out
63.13202,1.809964,InPlay,GroundBall,Single,Single
48.76027,24.937627,InPlay,LineDrive,Single,Single
65.55862,19.295179,InPlay,LineDrive,Triple,XBH
62.44886,33.464216,InPlay,LineDrive,Single,Single
68.12071,-8.040123,InPlay,GroundBall,Error,Out
41.08494,-8.151506,InPlay,GroundBall,Out,Out
75.50364,17.244008,InPlay,LineDrive,Out,Out
64.61571,13.640538,InPlay,LineDrive,Double,XBH
54.04261,-0.605304,InPlay,GroundBall,Single,Single
71.81308,13.958949,InPlay,LineDrive,Double,XBH
65.50199,16.076902,InPlay,LineDrive,Out,Out
32.70676,-15.72722,InPlay,GroundBall,Error,Out
67.80924,28.530273,InPlay,LineDrive,Double,XBH
54.10096,58.163527,InPlay,Popup,Out,Out
36.23753,38.119065,InPlay,Popup,Out,Out
56.54273,53.47812,InPlay,Popup,Out,Out
39.40366,-25.452224,InPlay,GroundBall,Out,Out
46.12411,18.280197,InPlay,LineDrive,Single,Single
51.23057,45.492426,InPlay,FlyBall,Double,XBH
49.59189,23.324391,InPlay,FlyBall,Single,Single
48.48887,56.423711,InPlay,Popup,Out,Out
46.85122,-28.766314,InPlay,GroundBall,Fielderschoice,Out
47.78682,63.885629,InPlay,Popup,Out,Out
61.53942,37.651989,InPlay,FlyBall,Out,Out
45.44287,11.504172,InPlay,LineDrive,Out,Out
54.0275,-24.413175,InPlay,GroundBall,Single,Single
75.67783,20.278133,InPlay,LineDrive,Homerun,Homerun
63.4904,19.342656,InPlay,FlyBall,Single,Single
70.11154,-19.101034,InPlay,GroundBall,Fielderschoice,Out
63.31772,28.230328,InPlay,FlyBall,Out,Out
46.38653,17.963374,InPlay,LineDrive,Out,Out
66.62959,-4.470659,InPlay,GroundBall,Single,Single
50.33044,44.408284,InPlay,Popup,Single,Single
22.09701,-11.181861,InPlay,Bunt,Out,Out
67.18055,16.66979,InPlay,LineDrive,Out,Out
73.21094,-14.837333,InPlay,GroundBall,Fielderschoice,Out
43.39543,23.57437,InPlay,Popup,Single,Single
68.02436,20.22467,InPlay,LineDrive,Triple,XBH
61.14335,31.892715,InPlay,FlyBall,Out,Out
78.09651,-0.445817,InPlay,GroundBall,Out,Out
42.84678,42.30934,InPlay,FlyBall,Out,Out
44.64562,-7.910707,InPlay,GroundBall,Single,Single
67.58422,1.783892,InPlay,GroundBall,Single,Single
44.79079,41.606446,InPlay,Popup,Out,Out
72.45236,6.995359,InPlay,LineDrive,Single,Single
47.02153,21.141195,InPlay,FlyBall,Single,Single
59.84642,25.287937,InPlay,FlyBall,Out,Out
56.00256,-13.012299,InPlay,GroundBall,Out,Out
54.16454,-29.252077,InPlay,GroundBall,Out,Out
58.63944,23.061659,InPlay,FlyBall,Out,Out
54.31499,-83.098298,InPlay,GroundBall,Out,Out
50.11105,46.399006,InPlay,FlyBall,Out,Out
65.11034,24.599884,InPlay,FlyBall,Out,Out
30.09858,-36.500152,InPlay,GroundBall,Out,Out
56.58178,-3.34181,InPlay,GroundBall,Out,Out
70.40588,2.584851,InPlay,GroundBall,Out,Out
61.96947,-10.663253,InPlay,GroundBall,Out,Out
71.15217,0.764538,InPlay,GroundBall,Single,Single
71.81043,-14.121848,InPlay,GroundBall,Single,Single
73.95975,18.589221,InPlay,FlyBall,Out,Out
73.05125,-8.827437,InPlay,GroundBall,Out,Out
70.64636,6.070044,InPlay,GroundBall,Single,Single
40.83325,15.118759,InPlay,LineDrive,Out,Out
45.37405,36.082037,InPlay,FlyBall,Out,Out
57.9925,30.210744,InPlay,LineDrive,Out,Out
63.14968,15.830241,InPlay,LineDrive,Single,Single
61.49514,33.746874,InPlay,FlyBall,Out,Out
56.29719,27.61611,InPlay,FlyBall,Out,Out
35.68064,-36.422261,InPlay,GroundBall,Out,Out
64.96385,5.138506,InPlay,GroundBall,Single,Single
66.30874,24.227043,InPlay,LineDrive,Out,Out
71.82822,38.981667,InPlay,FlyBall,Out,Out
77.67787,21.632735,InPlay,LineDrive,Homerun,Homerun
15.45386,14.209335,InPlay,Bunt,Out,Out
61.46505,7.64781,InPlay,GroundBall,Single,Single
62.97408,34.056436,InPlay,FlyBall,Out,Out
49.49311,43.195753,InPlay,FlyBall,Single,Single
70.82903,31.155149,InPlay,FlyBall,Homerun,Homerun
63.19065,59.161012,InPlay,FlyBall,Out,Out
71.99678,-19.501503,InPlay,GroundBall,Single,Single
43.60557,42.65151,InPlay,FlyBall,Out,Out
16.57284,-14.957285,InPlay,Bunt,Error,Out
64.48688,2.752013,InPlay,GroundBall,Out,Out
56.72107,-41.159174,InPlay,GroundBall,Out,Out
50.61557,-12.852172,InPlay,GroundBall,Out,Out
58.3235,41.587398,InPlay,FlyBall,Out,Out
55.72207,87.689266,InPlay,Popup,Out,Out
74.0477,21.82008,InPlay,LineDrive,Homerun,Homerun
52.11244,44.256501,InPlay,FlyBall,Out,Out
69.18364,63.657436,InPlay,Popup,Out,Out
67.37928,-11.615041,InPlay,GroundBall,Single,Single
67.00224,-7.766471,InPlay,GroundBall,Single,Single
60.35484,-8.237091,InPlay,GroundBall,Out,Out
54.26267,31.879479,InPlay,FlyBall,Out,Out
56.34954,30.295418,InPlay,FlyBall,Out,Out
58.55907,12.797927,InPlay,LineDrive,Single,Single
42.67268,-8.569102,InPlay,GroundBall,Error,Out
64.67576,13.475095,InPlay,LineDrive,Double,XBH
69.98578,-69.257679,InPlay,GroundBall,Out,Out
50.85839,57.459465,InPlay,Popup,Out,Out
76.49322,17.168454,InPlay,LineDrive,Double,XBH
60.93847,51.220902,InPlay,FlyBall,Out,Out
82.21142,18.681299,InPlay,FlyBall,Homerun,Homerun
69.36821,49.219259,InPlay,FlyBall,Out,Out
55.02348,-57.671246,InPlay,GroundBall,Out,Out
32.16115,32.781384,InPlay,GroundBall,Out,Out
66.07356,-10.666444,InPlay,GroundBall,Out,Out
35.47425,33.896062,InPlay,Popup,Out,Out
37.69601,-42.06072,InPlay,GroundBall,Out,Out
46.24187,-49.649503,InPlay,GroundBall,Single,Single
73.52642,-10.495483,InPlay,GroundBall,Out,Out
61.46807,27.420001,InPlay,FlyBall,Out,Out
53.21393,-57.121529,InPlay,GroundBall,Error,Out
81.34197,-3.228487,InPlay,GroundBall,Out,Out
61.02265,28.568428,InPlay,FlyBall,Out,Out
55.9875,-63.076226,InPlay,GroundBall,Single,Single
47.51892,43.590024,InPlay,FlyBall,Out,Out
75.74194,2.952365,InPlay,GroundBall,Single,Single
67.45164,26.222693,InPlay,FlyBall,Double,XBH
61.64056,1.11729,InPlay,GroundBall,Fielderschoice,Out
64.22742,19.980889,InPlay,LineDrive,Double,XBH
55.35435,-53.410952,InPlay,GroundBall,Out,Out
75.79662,29.339397,InPlay,FlyBall,Homerun,Homerun
60.60435,31.236401,InPlay,FlyBall,Out,Out
71.21551,-10.944902,InPlay,GroundBall,Single,Single
61.65843,30.632278,InPlay,FlyBall,Sacrifice,Out
37.00476,-41.230943,InPlay,GroundBall,Out,Out
57.19015,40.781473,InPlay,FlyBall,Out,Out
58.28519,46.579465,InPlay,FlyBall,Out,Out
48.85608,33.660148,InPlay,LineDrive,Single,Single
29.29354,-4.838135,InPlay,GroundBall,Single,Single
51.66495,36.586746,InPlay,FlyBall,Out,Out
68.86945,7.646796,InPlay,GroundBall,Out,Out
59.91079,-13.938061,InPlay,GroundBall,Out,Out
61.2999,9.903932,InPlay,LineDrive,Out,Out
72.48572,14.744222,InPlay,LineDrive,Out,Out
53.07212,-31.442019,InPlay,GroundBall,Out,Out
62.65426,39.906472,InPlay,FlyBall,Out,Out
45.75029,-63.869094,InPlay,GroundBall,Single,Single
56.30179,-20.794991,InPlay,GroundBall,Out,Out
43.78908,-31.511232,InPlay,GroundBall,Out,Out
53.57636,68.193479,InPlay,Popup,Out,Out
68.37096,-16.145845,InPlay,GroundBall,Single,Single
58.89269,-16.034594,InPlay,GroundBall,Fielderschoice,Out
70.74133,38.601252,InPlay,FlyBall,Homerun,Homerun
76.90403,20.641132,InPlay,LineDrive,Homerun,Homerun
67.36139,26.218827,InPlay,FlyBall,Out,Out
59.38004,3.760135,InPlay,GroundBall,Single,Single
63.90192,20.108268,InPlay,FlyBall,Double,XBH
29.51363,16.891391,InPlay,LineDrive,Out,Out
56.4617,-24.726088,InPlay,GroundBall,Out,Out
53.20612,9.233393,InPlay,LineDrive,Single,Single
75.91235,21.086794,InPlay,LineDrive,Homerun,Homerun
69.01672,11.969477,InPlay,LineDrive,Triple,XBH
47.81174,-4.658355,InPlay,GroundBall,Out,Out
46.27625,14.562058,InPlay,LineDrive,Out,Out
57.91277,10.194217,InPlay,LineDrive,Single,Single
71.99479,15.556609,InPlay,LineDrive,Out,Out
65.72724,18.159904,InPlay,LineDrive,Out,Out
57.05678,2.596038,InPlay,LineDrive,Single,Single
73.18699,37.897624,InPlay,FlyBall,Homerun,Homerun
70.74434,3.536856,InPlay,GroundBall,Out,Out
42.97793,-24.645965,InPlay,GroundBall,Out,Out
48.98788,42.45738,InPlay,FlyBall,Out,Out
64.21996,-5.715547,InPlay,GroundBall,Single,Single
65.13545,-10.37205,InPlay,GroundBall,Out,Out
63.89375,-32.169333,InPlay,GroundBall,Single,Single
57.13956,17.400482,InPlay,LineDrive,Single,Single
46.48426,-17.146864,InPlay,GroundBall,Fielderschoice,Out
62.0,-39.822293,InPlay,GroundBall,Single,Single
68.43468,10.929212,InPlay,LineDrive,Single,Single
61.13223,-46.100723,InPlay,GroundBall,Out,Out
74.08118,29.823801,InPlay,FlyBall,Out,Out
60.67371,-25.131825,InPlay,GroundBall,Out,Out
65.38786,10.610144,InPlay,LineDrive,Single,Single
61.23703,29.477215,InPlay,FlyBall,Out,Out
72.6791,3.369404,InPlay,LineDrive,Single,Single
71.42465,0.893089,InPlay,GroundBall,Single,Single
66.92667,-11.841442,InPlay,GroundBall,Error,Out
33.49541,-25.110516,InPlay,GroundBall,Error,Out
58.68127,68.155402,InPlay,Popup,Out,Out
29.6243,-39.884913,InPlay,GroundBall,Fielderschoice,Out
54.94404,-8.384495,InPlay,GroundBall,Out,Out
61.68106,-5.527126,InPlay,GroundBall,Out,Out
52.51392,2.213,InPlay,GroundBall,Out,Out
77.67726,-39.53755,InPlay,GroundBall,Out,Out
66.85045,20.938156,InPlay,LineDrive,Out,Out
49.43605,-8.4963,InPlay,GroundBall,Fielderschoice,Out
58.22958,-4.712766,InPlay,GroundBall,Single,Single
62.80438,3.811988,InPlay,GroundBall,Single,Single
70.52178,10.400049,InPlay,LineDrive,Out,Out
61.57491,23.764365,InPlay,LineDrive,Single,Single
41.19395,-31.227389,InPlay,GroundBall,Error,Out
33.30153,-15.913498,InPlay,GroundBall,Out,Out
55.85778,39.981123,InPlay,FlyBall,Out,Out
61.30149,35.063095,InPlay,FlyBall,Out,Out
66.36506,52.99822,InPlay,FlyBall,Out,Out
69.33549,30.238747,InPlay,FlyBall,Homerun,Homerun
63.87794,33.276024,InPlay,FlyBall,Out,Out
56.60259,50.563113,InPlay,FlyBall,Out,Out
59.37716,11.785533,InPlay,LineDrive,Out,Out
69.44907,14.129435,InPlay,LineDrive,Single,Single
53.82534,64.16297,InPlay,Popup,Out,Out
43.31278,55.652389,InPlay,Popup,Out,Out
52.5307,31.536941,InPlay,LineDrive,Out,Out
60.24085,17.480408,InPlay,LineDrive,Double,XBH
50.5769,-20.398715,InPlay,GroundBall,Out,Out
32.59555,29.105248,InPlay,GroundBall,Out,Out
52.16556,17.434548,InPlay,LineDrive,Single,Single
